state,college,record_count
OHIO,university of cincinnati,88
OHIO,university of dayton,56
OHIO,university of the city of,10
OHIO,university of the city of toledo,16
OHIO,urbana university,4
OHIO,ursuline college,8
OHIO,western college for women,5
OHIO,western college for women arts and sciences music,1
OHIO,western reserve univer,12
OHIO,western reserve university,65
OHIO,wilberforce university,27
OHIO,wilmington college,21
OHIO,wittenberg college,42
OHIO,wittenberg college preparatory,7
OKLAHOMA,bacone college,8
OKLAHOMA,bethanypeniel college,8
OKLAHOMA,catholic college for women,6
OKLAHOMA,catholic college of okla,7
OKLAHOMA,catholic college of oklahoma,10
OKLAHOMA,catholic college of oklahoma for women guthrie,3
OKLAHOMA,chanical college,18
OKLAHOMA,conners state agricultural college,3
OKLAHOMA,eastern oklahoma college,9
OKLAHOMA,junior college,5
OKLAHOMA,kingfisher college,4
OKLAHOMA,methodist university of oklahoma,5
OKLAHOMA,noncollegiate,59
OKLAHOMA,northeastern oklahoma junior college,1
OKLAHOMA,oklahoma agricultural and mechanical college stillwater,19
OKLAHOMA,oklahoma baptist univer,7
OKLAHOMA,oklahoma baptist university,24
OKLAHOMA,oklahoma christian col lege,3
OKLAHOMA,oklahoma christian college,3
OKLAHOMA,oklahoma christian college _,3
OKLAHOMA,oklahoma city college,3
OKLAHOMA,oklahoma city university,16
OKLAHOMA,oklahoma college for wom en,9
OKLAHOMA,oklahoma college for women,35
OKLAHOMA,oklahoma presbyterian col,8
OKLAHOMA,oklahoma presbyterian college,3
OKLAHOMA,panhandle agricultural and mechanical college goodwell,10
OKLAHOMA,phillips university,59
OKLAHOMA,univ,3
OKLAHOMA,university of oklahoma,151
OKLAHOMA,university of the city of toledo,3
OKLAHOMA,university of tulsa,27
OMO,baldwin-wallace college,9
OMO,bluffton college,11
OMO,cedarville college,6
OMO,cincinnati college of pharmacy,2
OMO,cincinnati veterinary college,2
OMO,eclectic medical college medicine,1
OMO,hebrew union college theology,4
OMO,mount union college,6
OMO,ohio university,6
OMO,st. ignatius college,3
OMO,st. xavier college,4
OMO,university of cincinnati,23
OREGON,albany college,15
OREGON,columbia college,5
OREGON,columbia university,10
OREGON,eastern oklahoma college,17
OREGON,eugene bible university,26
OREGON,linfield college,17
OREGON,mcminnville college,12
OREGON,mount angel college,3
OREGON,noncollegiate,62
OREGON,north pacific college,12
OREGON,north pacific college of oregon,4
OREGON,northwestern college of law,5
OREGON,oregon agricultural college,20
OREGON,oregon state agricultural college,39
OREGON,pacific college,24
OREGON,pacific university,18
OREGON,pennsylvania state college,1
OREGON,reed college,17
OREGON,st. mary's college,17
OREGON,university of oregon,97
OREGON,university of porto rico,13
OREGON,willamette college,4
OREGON,willamette university,31
PENNSYLVANIA,albright college,30
PENNSYLVANIA,allegheny college,21
PENNSYLVANIA,allentown college for women,4
PENNSYLVANIA,beaver college,36
PENNSYLVANIA,bryn mawr college,24
PENNSYLVANIA,bucknell university,47
PENNSYLVANIA,carnegie institute of tech nology,51
PENNSYLVANIA,carnegie institute of technol ogy,37
PENNSYLVANIA,carnegie institute of technology,47
PENNSYLVANIA,cedar crest college,32
PENNSYLVANIA,dickinson college,19
PENNSYLVANIA,drexel institute,40
PENNSYLVANIA,dropsie college,15
PENNSYLVANIA,duquesne university of the,28
PENNSYLVANIA,duquesne university of the holy ghost pitts burgh,10
PENNSYLVANIA,elizabethtown college,14
PENNSYLVANIA,elizabethtown college elizabethtown,3
PENNSYLVANIA,franklin and marshall col,2
PENNSYLVANIA,franklin and marshall college,11
PENNSYLVANIA,franklin and marshall college preparatory,4
PENNSYLVANIA,geneva college,27
PENNSYLVANIA,gettysburg college,43
PENNSYLVANIA,grove city college,32
PENNSYLVANIA,grove city college grove citycontinued. commerce,4
PENNSYLVANIA,hahnemann medical col,1
PENNSYLVANIA,hahnemann medical college,1
PENNSYLVANIA,hahnemann medical college and hospital,1
PENNSYLVANIA,haverford college,19
PENNSYLVANIA,immaculata college,1
PENNSYLVANIA,irving college,12
PENNSYLVANIA,irving female college,21
PENNSYLVANIA,jefferson medical college,9
PENNSYLVANIA,juniata college,35
PENNSYLVANIA,la salle college,29
PENNSYLVANIA,lafayette college,60
PENNSYLVANIA,lasalle college,8
PENNSYLVANIA,lebanon valley college,36
PENNSYLVANIA,lehigh university,71
PENNSYLVANIA,lincoln university,20
PENNSYLVANIA,marywood college,32
PENNSYLVANIA,marywood college scrantoncontinued. home economics,3
PENNSYLVANIA,moravian college,11
PENNSYLVANIA,moravian college and theo,20
PENNSYLVANIA,moravian college and theological,4
PENNSYLVANIA,moravian college for women,8
PENNSYLVANIA,moravian seminary and col,14
PENNSYLVANIA,mount st. joseph college,4
PENNSYLVANIA,muhlenberg college,14
PENNSYLVANIA,muhlenberg college allentown,6
PENNSYLVANIA,muhlenburg college,5
PENNSYLVANIA,noncollegiate,27
PENNSYLVANIA,pennsy statecollege,19
PENNSYLVANIA,pennsylv state college,21
PENNSYLVANIA,pennsylvani college for women,6
PENNSYLVANIA,pennsylvania college,24
PENNSYLVANIA,pennsylvania college for,4
PENNSYLVANIA,pennsylvania college for women,9
PENNSYLVANIA,pennsylvania military col,6
PENNSYLVANIA,pennsylvania military col lege,5
PENNSYLVANIA,pennsylvania military college,12
PENNSYLVANIA,pennsylvania state college,68
PENNSYLVANIA,philadelphia college of osteopathy,4
PENNSYLVANIA,philadelphia college of phar macy and science,2
PENNSYLVANIA,philadelphia college of pharmacy,2
PENNSYLVANIA,philadelphia college of pharmacy and science,4
PENNSYLVANIA,philadelphia college of pharmacy and science philadelphia,6
PENNSYLVANIA,rosemont college,22
PENNSYLVANIA,schuylkill college,12
PENNSYLVANIA,seton hill college,18
PENNSYLVANIA,seton hill college for women,6
PENNSYLVANIA,seton hill college greensburgcontinued. home economics,3
PENNSYLVANIA,st. francis college,17
PENNSYLVANIA,st. joseph college,3
PENNSYLVANIA,st. joseph's college,10
PENNSYLVANIA,st. thomas college,2
PENNSYLVANIA,st. vincent college,17
PENNSYLVANIA,st. vincent college and,5
PENNSYLVANIA,st. vincent college and theo,5
PENNSYLVANIA,susquehanna university,63
PENNSYLVANIA,swarthmore college,38
PENNSYLVANIA,temple university,86
PENNSYLVANIA,thiel college,12
PENNSYLVANIA,university of oregon,2
PENNSYLVANIA,university of pennsylvania,124
PENNSYLVANIA,university of pittsburgh,97
PENNSYLVANIA,university of pittsburgh pittsburghcontd. pharmacy,6
PENNSYLVANIA,university of porto rico,16
PENNSYLVANIA,university of the philippines,18
PENNSYLVANIA,ursinus college,15
PENNSYLVANIA,villa maria college,9
PENNSYLVANIA,villanova college,62
PENNSYLVANIA,villanova collegecontd. theology,8
PENNSYLVANIA,washington and jefferson col lege,9
PENNSYLVANIA,washington and jefferson college,12
PENNSYLVANIA,waynesburg college,20
PENNSYLVANIA,westminister college,4
PENNSYLVANIA,westminster college,20
PENNSYLVANIA,wilson college,24
PENNSYLVANIA,woman's medical college of,1
PENNSYLVANIA,woman's medical college of penn,1
PENNSYLVANIA,woman's medical college of pennsylvania,5
PORTO RICO,university of porto rico,27
PUERTO RICO,university of puerto rico,16
RHODE ISLAND,allen university dickerson,1
RHODE ISLAND,anderson college,4
RHODE ISLAND,benedict college,5
RHODE ISLAND,brown university,32
RHODE ISLAND,chicora college for women,3
RHODE ISLAND,coker college,1
RHODE ISLAND,columbia college,2
RHODE ISLAND,converse college,3
RHODE ISLAND,erskine college,4
RHODE ISLAND,furman university,5
RHODE ISLAND,greenville woman's college,3
RHODE ISLAND,lander college,3
RHODE ISLAND,limestone college,1
RHODE ISLAND,newberry college,2
RHODE ISLAND,noncollegiate,13
RHODE ISLAND,presbyterian college of south,1
RHODE ISLAND,providence college,10
RHODE ISLAND,rhode island college of,1
RHODE ISLAND,rhode island college of phar macy and allied sciences,1
RHODE ISLAND,rhode island college of pharmacy and allied science,1
RHODE ISLAND,rhode island state college,56
RHODE ISLAND,wofford college,2
SOUTH CAROLINA,anderson college,6
SOUTH CAROLINA,anderson college 0,7
SOUTH CAROLINA,anderson college for women,7
SOUTH CAROLINA,benedict college,16
SOUTH CAROLINA,benedict college',4
SOUTH CAROLINA,chicora college,2
SOUTH CAROLINA,chicora college for women,1
SOUTH CAROLINA,clemson agricultural col,25
SOUTH CAROLINA,clemson agricultural college,34
SOUTH CAROLINA,coker college,5
SOUTH CAROLINA,coker college for women,3
SOUTH CAROLINA,college of charleston,24
SOUTH CAROLINA,columbia college,12
SOUTH CAROLINA,columbia theological semi nary,4
SOUTH CAROLINA,converse college,19
SOUTH CAROLINA,erskine college,12
SOUTH CAROLINA,furman university,19
SOUTH CAROLINA,greenville woman's college,13
SOUTH CAROLINA,lander college,30
SOUTH CAROLINA,limestone college,4
SOUTH CAROLINA,medical college of the state,4
SOUTH CAROLINA,medical college of the state of,6
SOUTH CAROLINA,medical college of the state of south carolina charleston,4
SOUTH CAROLINA,newberry college,12
SOUTH CAROLINA,noncollegiate,13
SOUTH CAROLINA,presbyterian college,1
SOUTH CAROLINA,presbyterian college of,2
SOUTH CAROLINA,presbyterian college of south,2
SOUTH CAROLINA,presbyterian college of south carolina,2
SOUTH CAROLINA,the citadel the military col,1
SOUTH CAROLINA,the citadel the military college of south,3
SOUTH CAROLINA,the citadel the military college of south carolina,1
SOUTH CAROLINA,university of south caro,20
SOUTH CAROLINA,university of south carolina,30
SOUTH CAROLINA,university of south carolina columbiacon. commerce,9
SOUTH CAROLINA,winthrop college,38
SOUTH CAROLINA,wofford college,19
SOUTH CAROLINA,woman's college of due west,3
SOUTH DAKOTA,augustana college,12
SOUTH DAKOTA,columbus college,6
SOUTH DAKOTA,dakota wesleyan univer,7
SOUTH DAKOTA,dakota wesleyan university,23
SOUTH DAKOTA,huron college,20
SOUTH DAKOTA,junior college. preparatory,2
SOUTH DAKOTA,noncollegiate,26
SOUTH DAKOTA,notre dame junior college,4
SOUTH DAKOTA,sioux falls college,18
SOUTH DAKOTA,sioux falls university,6
SOUTH DAKOTA,south dakota state college,24
SOUTH DAKOTA,south dakota state college of,16
SOUTH DAKOTA,south dakota state college of agriculture,18
SOUTH DAKOTA,university of south dakota,68
SOUTH DAKOTA,wessington springs junior,9
SOUTH DAKOTA,wessington springs junior college,4
SOUTH DAKOTA,wessington springs springs junior college,3
SOUTH DAKOTA,winthrop college,44
SOUTH DAKOTA,yankton college,17
TENNESSEE,bethel college,18
TENNESSEE,bryson college,9
TENNESSEE,carson and newman col lege,3
TENNESSEE,carson and newman college,28
TENNESSEE,carson newman college,4
TENNESSEE,centenary college,16
TENNESSEE,chattanooga college of law,4
TENNESSEE,cumberland university,44
TENNESSEE,david lipscomb college,7
TENNESSEE,fisk university,34
TENNESSEE,freedhardeman college,8
TENNESSEE,george peabody college for teachers,10
TENNESSEE,hiwassee college,17
TENNESSEE,johnson bible college,10
TENNESSEE,king college,10
TENNESSEE,knoxville college,22
TENNESSEE,lane college,21
TENNESSEE,le moyne junior college,9
TENNESSEE,lemoyne junior college,5
TENNESSEE,lincoln memorial univer sity,3
TENNESSEE,lincoln memorial university,37
TENNESSEE,martin college,25
TENNESSEE,maryville college,10
TENNESSEE,meharry medical college,24
TENNESSEE,milligan college,16
TENNESSEE,noncollegiate,18
TENNESSEE,ruskin-cave college,12
TENNESSEE,southwestern college,9
TENNESSEE,southwestern presbyterian uni,1
TENNESSEE,southwestern preshyterian university,3
TENNESSEE,tennessee college,14
TENNESSEE,tennessee college for women,2
TENNESSEE,tennessee polytechnic institute,9
TENNESSEE,tennessee wesleyan college,5
TENNESSEE,tennessee wesleyan college _,4
TENNESSEE,tusculum college,20
TENNESSEE,union university,27
TENNESSEE,universit y of the south,5
TENNESSEE,university of chattanooga,10
TENNESSEE,university of tennessee,102
TENNESSEE,university of the south,26
TENNESSEE,university of western ten nessee,4
TENNESSEE,vanderbilt university,70
TENNESSEE,washington college,6
TEXAS,abilene christian college,36
TEXAS,agricultural and mechanical col,1
TEXAS,agricultural and mechanical college of texas college station,14
TEXAS,agricultural college of utah,22
TEXAS,agriculturaland mochanicalcollegeof texas,14
TEXAS,alexander college,11
TEXAS,austin college,19
TEXAS,baylor college,5
TEXAS,baylor college for women,12
TEXAS,baylor female college,15
TEXAS,baylor university,66
TEXAS,bishop college,20
TEXAS,blinn memorial college,4
TEXAS,burleson college,21
TEXAS,butler college,3
TEXAS,carr-burdette college,10
TEXAS,carrburdette college,4
TEXAS,carrburdettecollege,7
TEXAS,clarendon college,13
TEXAS,clifton junior college,3
TEXAS,colleg,11
TEXAS,college of industrial arts,43
TEXAS,college of marshall,20
TEXAS,daniel baker college,25
TEXAS,decatur baptist college,15
TEXAS,edinburg college,3
TEXAS,evangelical theological college,1
TEXAS,grubbs vocational college,11
TEXAS,guadalupe college,11
TEXAS,howard payne college,39
TEXAS,incarnate word college,19
TEXAS,jacksonville college,18
TEXAS,jarvis christian institute,7
TEXAS,john tarleton agricultural college,15
TEXAS,john tarleton agricultural college.',12
TEXAS,john tarleton state junior,13
TEXAS,junior college,66
TEXAS,junior college 0,4
TEXAS,junior college of he city of,3
TEXAS,junior college of the lower,17
TEXAS,kidd key college,3
TEXAS,kidd-key college,9
TEXAS,kiddkey college,8
TEXAS,lon morris college,13
TEXAS,lutheran college,6
TEXAS,mcmurry college,11
TEXAS,meridian college,14
TEXAS,midland college,7
TEXAS,noncollegiate,32
TEXAS,north texas agricultural college,8
TEXAS,our lady of the lake col,9
TEXAS,our lady of the lake college,21
TEXAS,paul quinn college,5
TEXAS,randolph college,8
TEXAS,randolph junior college,3
TEXAS,rice institute,56
TEXAS,rusk college,9
TEXAS,samuel houston college,5
TEXAS,schreiner institute,2
TEXAS,simmons college,11
TEXAS,simmons university,24
TEXAS,south park junior college,21
TEXAS,southern methodist uni,12
TEXAS,southern methodist univer,8
TEXAS,southern methodist univer sity,13
TEXAS,southern methodist university,22
TEXAS,southwestern junior college,15
TEXAS,southwestern university,33
TEXAS,st. edward's university,6
TEXAS,st. mary's college,5
TEXAS,texas christian college,4
TEXAS,texas christian university,57
TEXAS,texas college,4
TEXAS,texas college of arts and industries,5
TEXAS,texas dental college,5
TEXAS,texas military college,17
TEXAS,texas presbyterian college,26
TEXAS,texas technological college,30
TEXAS,texas woman's college,31
TEXAS,thorp spring christian col,7
TEXAS,thorp spring christian col lege,5
TEXAS,thorp spring christian college,8
TEXAS,tillotson college,4
TEXAS,trinity junior college,4
TEXAS,trinity junior college 4,4
TEXAS,trinity university,15
TEXAS,univer,19
TEXAS,university,7
TEXAS,university of dallas,8
TEXAS,university of tennessee,22
TEXAS,university of texas,84
TEXAS,university of utah,12
TEXAS,washington college,2
TEXAS,wayland baptist college,10
TEXAS,wayland baptist junior,4
TEXAS,wayland college,4
TEXAS,weatherford college,12
TEXAS,wesley college,29
TEXAS,westminister college,18
TEXAS,westminster college,18
TEXAS,westmoorland college,23
TEXAS,westmoreland college,11
TEXAS,wiley college,7
UTAH,agricultural college of utah,12
UTAH,agriculture college of utah,1
UTAH,brigham young college,12
UTAH,brigham young university,38
UTAH,brigham young university provocontd. special,8
UTAH,college of st. maryofthewasatch' salt lake city,4
UTAH,noncollegiate,23
UTAH,snow college,21
UTAH,university of utah,65
UTAH,utah agricultural college,11
UTAH,utah state agricultural college,11
UTAH,weber college,17
UTAH,westminster college,20
VERMONT,agricultural college,12
VERMONT,middlebury college,21
VERMONT,norwich university,47
VERMONT,st. michael's college,13
VERMONT,state agricultural college. arts and sciences,14
VERMONT,univers,11
VERMONT,university of vermont and,24
VERMONT,university of vermont and state,1
VERMONT,university of vermont and state agricul,13
VERMONT,westminster college,4
VIRGINIA,a verett college,4
VIRGINIA,averett college,30
VIRGINIA,blackstone college for girls,11
VIRGINIA,blackstone college for girls _,5
VIRGINIA,blackstone collegefor girls,5
VIRGINIA,bluefield college,7
VIRGINIA,bridgewater college,28
VIRGINIA,college,3
VIRGINIA,college of william and mary,38
VIRGINIA,daleville college,3
VIRGINIA,eastern college,8
VIRGINIA,elizabeth college,14
VIRGINIA,emory and henry college,14
VIRGINIA,hampden sydney college,2
VIRGINIA,hampdensidney college,3
VIRGINIA,hampton-sidney college,4
VIRGINIA,hollins college,19
VIRGINIA,hollins institute,4
VIRGINIA,irginia theological seminary and college,6
VIRGINIA,lynchburg college,40
VIRGINIA,marion college,19
VIRGINIA,marion junior college,7
VIRGINIA,martha washington col lege. 10,4
VIRGINIA,martha washington college,3
VIRGINIA,martha washington college _,8
VIRGINIA,mary baldwin college,15
VIRGINIA,medical college of virginia,26
VIRGINIA,noncollegiate,15
VIRGINIA,polytechnic institute blacksburgcontinued. home economics,12
VIRGINIA,randolph macon college,1
VIRGINIA,randolph macon woman's college,3
VIRGINIA,randolph-macon college,3
VIRGINIA,randolph-macon woman's col,7
VIRGINIA,randolph-macon woman's college,4
VIRGINIA,randolphmacon college,3
VIRGINIA,richmond college,4
VIRGINIA,roanoke college,18
VIRGINIA,shenandoah college,10
VIRGINIA,southern college,2
VIRGINIA,state agricultural college. arts and sciences,1
VIRGINIA,stonewall jackson college,7
VIRGINIA,sullins college,29
VIRGINIA,sweet briar college,13
VIRGINIA,union theological seminary,7
VIRGINIA,university of richmond,26
VIRGINIA,university of vermont and,28
VIRGINIA,university of virginia,77
VIRGINIA,virginia 'nion university,6
VIRGINIA,virginia christian college,6
VIRGINIA,virginia college,11
VIRGINIA,virginia intermont college,32
VIRGINIA,virginia military institute,38
VIRGINIA,virginia polytechnic institute,30
VIRGINIA,virginia union university,24
VIRGINIA,virginia union university _,7
VIRGINIA,washington and lee uni,6
VIRGINIA,washington and lee uni versity,4
VIRGINIA,washington and lee univer,4
VIRGINIA,washington and lee university,15
WASHINGTON,college of puget sound,19
WASHINGTON,college of puget sound tacoma,3
WASHINGTON,gonzaga university,42
WASHINGTON,junior college,5
WASHINGTON,noncollegiate,22
WASHINGTON,pacific lutheran college,8
WASHINGTON,seattle pacific college,3
WASHINGTON,spokane university,3
WASHINGTON,st. martin's college,6
WASHINGTON,state college of washington,117
WASHINGTON,university of washington,136
WASHINGTON,university of washington seattlecontinued. music,9
WASHINGTON,walla walla college,18
WASHINGTON,west virginia state col,21
WASHINGTON,west virginia university,19
WASHINGTON,whitman college,12
WASHINGTON,whitworth college,15
WEST VIRGINIA,alderson junior college,10
WEST VIRGINIA,bethany college,19
WEST VIRGINIA,broaddus college,16
WEST VIRGINIA,davis and elkins college,32
WEST VIRGINIA,davis and elkins college elkins,3
WEST VIRGINIA,greenbrier college,3
WEST VIRGINIA,greenbrier college for,4
WEST VIRGINIA,greenbrier college for wo,3
WEST VIRGINIA,morris harvey college,8
WEST VIRGINIA,salem college,29
WEST VIRGINIA,storer college,4
WEST VIRGINIA,storer college 2,3
WEST VIRGINIA,storer college 8,3
WEST VIRGINIA,university of washington,8
WEST VIRGINIA,university of washington seattlecontinued. music,10
WEST VIRGINIA,west virginia state college,11
WEST VIRGINIA,west virginia university,96
WEST VIRGINIA,west virginia wesleyan col,15
WEST VIRGINIA,west virginia wesleyan college,10
WEST VIRGINIA,west virginia wesleyan college buckhannon,3
WEST VIRGINIA,whitman college,2
WISCONSIN,beloit college,22
WISCONSIN,campion college,9
WISCONSIN,carroll college,24
WISCONSIN,college of electrical engi neering,1
WISCONSIN,lawrence college,21
WISCONSIN,marquette university,103
WISCONSIN,milton college,18
WISCONSIN,milwaukee-downer college,19
WISCONSIN,milwaukeedowner college,21
WISCONSIN,mission house college,12
WISCONSIN,noncollegiate,83
WISCONSIN,northland college,21
WISCONSIN,northwestern college,21
WISCONSIN,ripon college,37
WISCONSIN,saint clara college,4
WISCONSIN,st. lawrence college,12
WISCONSIN,st. mary's college,10
WISCONSIN,st. mary's college and academy,6
WISCONSIN,university of wisconsin,38
WISCONSIN,university of wisconsin madisoncontinued. special,20
WYOMING,university of wyoming,106
